date,A,B,C,D
15-Jan-07,10.6,2.6,6.1,8.5
16-Jan-07,9.4,0,11.6,1.5
17-Jan-07,0,0,5.3,0
18-Jan-07,6,4.1,10.3,2.6
19-Jan-07,0,0,2.7,0
20-Jan-07,0,0.2,3,0
21-Jan-07,3.1,0,21.3,0
22-Jan-07,2,8,26.5,0
23-Jan-07,7.7,,0.3,0
24-Jan-07,2,0.2,9,2.8
25-Jan-07,0,4.2,5,16.2
26-Jan-07,,0,17.1,0
27-Jan-07,1.8,0,13,0
28-Jan-07,11,0,8.9,0
29-Jan-07,0,1.2,20.8,3.1
30-Jan-07,3.2,0.7,2.5,5.1
31-Jan-07,0,5.6,1.3,10.4
1-Feb-07,0,0,0,0
2-Feb-07,2.1,8.9,14.3,11.5
3-Feb-07,11,11.8,1.4,13.2
4-Feb-07,2.5,0.2,3.9,0
5-Feb-07,0,2.3,7.3,0
6-Feb-07,5.2,0,0,0
7-Feb-07,15.9,20.5,9.2,5.2
8-Feb-07,10.1,1.5,1.6,0
9-Feb-07,8.9,0.2,27.3,0
10-Feb-07,7.5,4.1,41.4,3
11-Feb-07,6.2,0.4,25.9,0
12-Feb-07,6.8,3.2,25.8,4.9
13-Feb-07,5.7,0.7,7.2,0.5
14-Feb-07,5,4.1,1.5,5
15-Feb-07,0,2.1,0,0
16-Feb-07,1.9,0,0,0
17-Feb-07,0,0,9.3,0
18-Feb-07,1.1,0.4,3.5,3.2
19-Feb-07,5.8,4.7,9.8,0.8
20-Feb-07,7.8,1.3,11.2,4.4
21-Feb-07,1,1.3,1,0
22-Feb-07,5.2,0.1,1.5,0
23-Feb-07,12.4,0,14.7,0
24-Feb-07,6.2,7.2,16.2,0
25-Feb-07,1.3,0.6,16.2,0
26-Feb-07,34,1.3,3.8,0
27-Feb-07,,0.2,8.2,0.9
28-Feb-07,0,1.9,10.5,3.2
1-Mar-07,13.6,0.4,32.5,9.8
2-Mar-07,5.6,0.8,46.6,2.6
3-Mar-07,9.1,10.3,27.7,9.9
4-Mar-07,3.3,3.4,41.3,2.6
5-Mar-07,0,,5.1,0
6-Mar-07,2.8,3.6,19.8,6.3
7-Mar-07,1.2,,14.3,0
8-Mar-07,7.9,13.4,34.9,2.1
9-Mar-07,38.7,17.1,10.3,23.9
10-Mar-07,14.5,1,0.4,0
11-Mar-07,0,8.3,10.4,6
12-Mar-07,0,0.6,17.1,1.4
13-Mar-07,7.8,1.3,18.8,9.8
14-Mar-07,,,20.6,0
15-Mar-07,3.9,0.2,3.3,28.1
16-Mar-07,2,0.9,18.1,2.3
17-Mar-07,0,0.5,3.7,0.9
18-Mar-07,,2.3,34.1,0
19-Mar-07,14.8,0.8,27.1,0
20-Mar-07,0,2.1,2.4,4.7
21-Mar-07,0,0,13.5,0
22-Mar-07,1.2,0,9.3,0
23-Mar-07,2.4,1.7,14.1,4.2
24-Mar-07,,,0.3,0
25-Mar-07,1.5,0,3.1,0
26-Mar-07,0,0.2,1.7,0
27-Mar-07,10.8,3.6,17.3,0
28-Mar-07,14.7,0.3,6.5,13.7
29-Mar-07,11.4,0.4,6,0.8
30-Mar-07,11.5,5,3.3,5.5
31-Mar-07,0,4.4,31.3,1.2
1-Apr-07,0,4.2,8.4,0.4
2-Apr-07,9.7,2.7,10,0.9
3-Apr-07,11.3,0.2,3.2,2.7
4-Apr-07,,0.5,7.9,15.5
5-Apr-07,0,2.1,9.9,0
6-Apr-07,4.8,4.9,4.1,10
7-Apr-07,3,0.3,4.2,0.2
8-Apr-07,4.1,18,69.2,8.2
9-Apr-07,0,0.6,4.7,0.4
10-Apr-07,0,0,0,0
11-Apr-07,3.4,0.1,1.8,0
12-Apr-07,3.3,0,0,0
13-Apr-07,0,0,10.3,0
14-Apr-07,0,0,0.6,0
15-Apr-07,0,0,0,0
16-Apr-07,0,0,4.5,0
17-Apr-07,0,0,2.5,0
18-Apr-07,0,0,0,0
19-Apr-07,0,0,0.3,0
20-Apr-07,0,0,0,0
21-Apr-07,39,8.8,19.7,1.3
22-Apr-07,0,,21.6,0
23-Apr-07,0,0,9,0
24-Apr-07,0,0,13.9,0
25-Apr-07,5.6,0,4.2,0
26-Apr-07,0,0,4,2.5
27-Apr-07,4.3,0,0,0
28-Apr-07,0,0,0,0
29-Apr-07,4,0,5.5,0
30-Apr-07,0,0,0.3,0
1-May-07,0,0.4,0,0
2-May-07,0,0,0,0
3-May-07,1,0,14.8,0
4-May-07,0,0,0,0
5-May-07,0,0,0,0
6-May-07,0,0,5.3,0
7-May-07,0,0,0,2
8-May-07,,3,38,3.4
9-May-07,0,0.4,8.1,0
10-May-07,0,0,1.5,0
11-May-07,0,0,1,0
12-May-07,0,0,0.9,2
13-May-07,0,0.2,0,0
14-May-07,0,0.6,0,0
15-May-07,0,0,0,0
16-May-07,0,0,0.9,0
17-May-07,0,0,0.5,0
18-May-07,0,0,8.3,0
19-May-07,0,0,0.6,0.2
20-May-07,0,0,0,0
21-May-07,0,0,0,0
22-May-07,0,0,0,0
23-May-07,0,0,1.6,0
24-May-07,0,0,2.7,0
25-May-07,0,0,0,0
26-May-07,0,0,0,0
27-May-07,0,0,0.6,0
28-May-07,0,0,0.9,0
29-May-07,0,0,0.2,0
30-May-07,0,0,0,0
31-May-07,0,0,1.8,0
1-Jun-07,0,0,0,0
2-Jun-07,0,0,0,0
3-Jun-07,0,0,0.6,0
4-Jun-07,0,0,0,0
5-Jun-07,0,0,0,0
6-Jun-07,0,0,0,0
7-Jun-07,0,0,0,0
8-Jun-07,0,0,0,0
9-Jun-07,0,0,0,0
10-Jun-07,0,0,0,0
11-Jun-07,0,0,0,0
12-Jun-07,0,0,0,0
13-Jun-07,0,0,0,0
14-Jun-07,0,0,0,0
15-Jun-07,0,0,0,0
16-Jun-07,0,0,0,0
17-Jun-07,0,0,0,0
18-Jun-07,0,0,0,0
19-Jun-07,0,0,0,0
20-Jun-07,0,0,0,0
21-Jun-07,0,0,0,0
22-Jun-07,0,0,0,0
23-Jun-07,0,0,1,0
24-Jun-07,0,0,1.1,0
25-Jun-07,0,0,6.8,0
26-Jun-07,0,0,0.8,0
27-Jun-07,0,0,0,0
28-Jun-07,0,0,0,0
29-Jun-07,0,0,0,0
30-Jun-07,0,0,0,0
1-Jul-07,0,0,0,0
2-Jul-07,0,0,0,0
3-Jul-07,0,0,0,0
4-Jul-07,0,0,0,0
5-Jul-07,0,0,0.2,0
6-Jul-07,0,0,0.4,0
7-Jul-07,0,0,0,0
8-Jul-07,3,0.2,3.4,0
9-Jul-07,2.5,,1.6,1.4
10-Jul-07,0,1.2,0.8,0.3
11-Jul-07,0,0.5,4,0
12-Jul-07,0,0,0,0
13-Jul-07,0,0,0.3,0
14-Jul-07,0,0,0.6,0
15-Jul-07,0,0,0,0
16-Jul-07,0,0,0,0
17-Jul-07,0,0,0,0
18-Jul-07,0,0,29,0
19-Jul-07,0,0,1.7,0
20-Jul-07,0,,0,0
21-Jul-07,0,0,0.1,0
22-Jul-07,0,0,0,0
23-Jul-07,0,0,0.5,0
24-Jul-07,0,0,0.3,0
25-Jul-07,0,0,12.6,0
26-Jul-07,,0,4.6,0
27-Jul-07,0,0,1.7,0
28-Jul-07,0,0,0.4,0
29-Jul-07,0,0,0.3,0
30-Jul-07,0,0,0,0
31-Jul-07,0,0,0,0
1-Aug-07,0,0,0,0
2-Aug-07,0,0,0,0
3-Aug-07,0,0,0,0
4-Aug-07,0,0,0,0
5-Aug-07,0,0,0,0
6-Aug-07,0,0,0,0
7-Aug-07,0,0,0,0
8-Aug-07,0,0,0,0
9-Aug-07,0,0,0,0
10-Aug-07,0,0,2.5,0
11-Aug-07,0,0,2.9,0
12-Aug-07,0,0,0,0
13-Aug-07,0,0,0,0
14-Aug-07,0,0,0,0
15-Aug-07,0,0,0,0
16-Aug-07,0,0,2.6,0
17-Aug-07,0,0,0,0
18-Aug-07,0,0,0,0
19-Aug-07,0,0,0,0
20-Aug-07,0,0,0,0
21-Aug-07,0,0,0,0
22-Aug-07,0,0,0,0
23-Aug-07,0,0,0,0
24-Aug-07,0,0,0,0
25-Aug-07,0,0,0,0
26-Aug-07,0,0,10.2,0
27-Aug-07,0,0.1,1.8,0
28-Aug-07,0,0,0.7,0
29-Aug-07,0,0,2.4,0
30-Aug-07,0,0,4.7,0
31-Aug-07,0,0,0.7,0
1-Sep-07,0,0,0,0
2-Sep-07,0,0,1,0
3-Sep-07,2.9,0,0.5,0
4-Sep-07,0,,0.1,2.9
5-Sep-07,0,,0.4,0
6-Sep-07,0,,6.6,0
7-Sep-07,0,0,1.6,0
8-Sep-07,0,0,27.2,0
9-Sep-07,0,0,0.5,1
10-Sep-07,0,0,0,0
11-Sep-07,0,0,4.1,0.5
12-Sep-07,0,0,0.3,0
13-Sep-07,0,0,0,0
14-Sep-07,0,0,0,0
15-Sep-07,0,0,1.3,0
16-Sep-07,0,0,0.6,0
17-Sep-07,0,0,0,0
18-Sep-07,0,0,0,0
19-Sep-07,0,0,6.2,0
20-Sep-07,0,0,1.3,0
21-Sep-07,0,0,1.2,0
22-Sep-07,0,0,1.6,0
23-Sep-07,0,,0,0
24-Sep-07,0,0,0.3,0
25-Sep-07,0,0,4,0.5
26-Sep-07,0,0,0,0
27-Sep-07,0,0,0,0
28-Sep-07,0,0,8,0
29-Sep-07,0,0,0,0
30-Sep-07,0,0,1.8,0
1-Oct-07,0,0,0,0
2-Oct-07,0,0,0,0
3-Oct-07,0,0,0,0
4-Oct-07,0,5.3,8.8,0
5-Oct-07,0,1.2,0,0.7
6-Oct-07,13.2,4.6,0,0
7-Oct-07,6.1,15.7,11.5,10.3
8-Oct-07,0,0.1,1,1.5
9-Oct-07,0,0.3,7.7,0
10-Oct-07,7.7,0.3,4.1,2.3
11-Oct-07,0,0,0.3,0
12-Oct-07,0,0,0,0
13-Oct-07,0,0,0.4,0
14-Oct-07,0,0,19.7,0
15-Oct-07,0,0,0,0
16-Oct-07,0,0,16.8,0
17-Oct-07,6.6,1.7,15.1,6.9
18-Oct-07,11.4,4.7,9,0
19-Oct-07,1.1,0.2,8.1,0
20-Oct-07,1.1,15.9,9,6.9
21-Oct-07,0,,0,0
22-Oct-07,0,0.3,5.4,0
23-Oct-07,0,,3.5,0
24-Oct-07,0,0.1,1.8,0
25-Oct-07,0,0,0,0
26-Oct-07,0,,0,0
27-Oct-07,0,0,2.2,0
28-Oct-07,0,0,14.6,0
29-Oct-07,4,0.1,9.9,0
30-Oct-07,0,3.5,2.8,3.4
31-Oct-07,0,3.4,6.6,0.7
1-Nov-07,0,0,14,0
2-Nov-07,0,0,3.6,0
3-Nov-07,0,0,0.5,0
4-Nov-07,0,0,6.4,0
5-Nov-07,0,0,2.7,0
6-Nov-07,,0,0.4,0
7-Nov-07,0,0,0,0
8-Nov-07,0,0,0,0
9-Nov-07,0,0,0,0
10-Nov-07,0,0,0,0
11-Nov-07,0,0,0.2,0
12-Nov-07,1.7,0,0,0
13-Nov-07,0,0,0.6,0
14-Nov-07,0,,0.9,0
15-Nov-07,9.5,14.3,43.7,8.3
16-Nov-07,2.4,2.3,1.4,2.5
17-Nov-07,2.4,,3,0
18-Nov-07,0,0.5,3,0
19-Nov-07,,0.4,2,0
20-Nov-07,23.2,9.1,10.6,15.8
21-Nov-07,17.7,0,17,0.4
22-Nov-07,20.1,5,8.1,0.9
23-Nov-07,0,0.4,3.8,1.3
24-Nov-07,8.9,6.9,8.6,1.4
25-Nov-07,0,,0,0
26-Nov-07,1.2,4.3,0.3,19.7
27-Nov-07,,,0.3,12
28-Nov-07,9.5,16.2,2.8,1.2
29-Nov-07,0,0.9,0.8,3.4
30-Nov-07,0,0.7,11.9,0
1-Dec-07,5.1,1.9,8.6,20.6
2-Dec-07,1.1,0.6,0.3,0
3-Dec-07,0,0,0,0
4-Dec-07,0,0,0,0
5-Dec-07,0,0,0,0
6-Dec-07,0,0,0,0
7-Dec-07,0,0,0,0.3
8-Dec-07,10.5,0,4.6,0
9-Dec-07,0,0.1,0,0.1
10-Dec-07,0,0,0,0
11-Dec-07,0,3.8,21.9,3.5
12-Dec-07,9.7,0,19.5,0
13-Dec-07,0,1.1,2.8,3.1
14-Dec-07,6.5,0.3,2.6,3.5
15-Dec-07,8.9,7.3,29.4,6.6
16-Dec-07,8.6,3.3,1.6,10.2
17-Dec-07,10.5,8.1,21.9,10.5
18-Dec-07,0,1.1,5.8,6
19-Dec-07,0,1.9,18.6,0.7
20-Dec-07,0,0.3,12.2,0
21-Dec-07,0,0,5.4,0
22-Dec-07,19.2,0,9.7,0
23-Dec-07,1.2,0,1.9,0
24-Dec-07,0,0,7.9,0
25-Dec-07,0,18.6,11.4,7.8
26-Dec-07,0,0.2,5,0
27-Dec-07,0,7.6,11.5,1.8
28-Dec-07,,7.7,18.9,2.9
29-Dec-07,0,7.8,0.5,4.4
30-Dec-07,6.2,1.2,5.3,1.3
31-Dec-07,1.4,1.2,11.3,0
1-Jan-08,0,3.1,17.3,3.4
2-Jan-08,4.6,2.6,16.5,5.1
3-Jan-08,2.7,6.4,8.7,14.4
4-Jan-08,3.9,0.9,7.8,0
5-Jan-08,1.6,0.4,34.9,0
6-Jan-08,2,0.8,15.1,0
7-Jan-08,,0,17.5,0
8-Jan-08,5.7,0,3.6,0.3
9-Jan-08,8.7,2.6,10.4,5.1
10-Jan-08,9.4,5.1,4.2,5.9
11-Jan-08,0,0.6,12.4,0.2
12-Jan-08,0,2.4,24,1.5
13-Jan-08,12.2,7.9,12.8,6.1
14-Jan-08,11.8,2.3,7.8,3
15-Jan-08,11.2,1.6,21.6,0
16-Jan-08,2.4,0.1,2.9,0
17-Jan-08,0,,0.5,0
18-Jan-08,4.3,0.1,8.3,2.5
19-Jan-08,9.3,0.1,21.6,5.3
20-Jan-08,6.2,0.3,6.6,5
21-Jan-08,0,1.7,51.5,4.9
22-Jan-08,2.3,0.2,14.6,4.6
23-Jan-08,7.7,1.1,2.5,11.5
24-Jan-08,18.4,0.2,0.7,8
25-Jan-08,6.7,11.9,14.3,22.6
26-Jan-08,0,4.4,9.1,3.1
27-Jan-08,1.2,4.8,3.4,14.8
28-Jan-08,8,6.9,6,0.4
29-Jan-08,4.4,3,24.8,10.7
30-Jan-08,2.7,21,11.9,5.9
31-Jan-08,,5.8,4,10
1-Feb-08,0,0.7,0.6,1.3
2-Feb-08,1.3,1.6,2.7,6
3-Feb-08,12.1,0.2,15.5,1
4-Feb-08,11.2,,10.5,0
5-Feb-08,1.3,3.9,18.2,2.4
6-Feb-08,0,0,4.3,0
7-Feb-08,0,,0,0
8-Feb-08,6.8,0.2,6,4.6
9-Feb-08,0,3.4,4.4,0
10-Feb-08,0,,0,2.9
11-Feb-08,12.4,4.1,18.8,2.2
12-Feb-08,7,0.1,3.9,0
13-Feb-08,15.3,0,6.3,0
14-Feb-08,50,0,0,0
15-Feb-08,3.5,,1.5,0
16-Feb-08,0,0.1,3.5,0
17-Feb-08,5.1,2.4,17.9,3.5
18-Feb-08,8.5,6.6,24.7,2.5
19-Feb-08,4.9,7.1,5.8,6.7
20-Feb-08,0,,5,0
21-Feb-08,6.1,14.6,19.4,22.8
22-Feb-08,9.3,5.4,14.6,0.8
23-Feb-08,27.3,1.1,6,5.3
24-Feb-08,7.5,9.1,6.5,38.7
25-Feb-08,0,0.3,12.2,0
26-Feb-08,7.9,0,0,0.5
27-Feb-08,6.9,3.8,9.4,19.3
28-Feb-08,,7.6,2.3,22.6
29-Feb-08,8.5,10.9,4.5,8.4
1-Mar-08,3.6,0.7,3.9,11.9
2-Mar-08,2.3,1.5,6,1.4
3-Mar-08,,3.6,11.4,1.6
4-Mar-08,4.6,6.8,8,2.7
5-Mar-08,0,,3.8,4.6
6-Mar-08,0,5.6,0.2,7.5
7-Mar-08,3.6,4,6.2,1.3
8-Mar-08,8.5,0.8,0.5,0
9-Mar-08,0,7.7,14,0.3
10-Mar-08,7.7,1,40,1.8
11-Mar-08,24,13.7,21.4,2.7
12-Mar-08,0,2.2,3,0
13-Mar-08,11.5,9.1,20.2,4.9
14-Mar-08,0,2.9,5,0
15-Mar-08,0,,5.3,0.6
16-Mar-08,0,0,1.8,0
17-Mar-08,0,0,1.8,0
18-Mar-08,0,0.7,5.4,1.2
19-Mar-08,0,0.1,4.2,0
20-Mar-08,0,0,0,0
21-Mar-08,0,0,0.8,0
22-Mar-08,0,0,0.7,0
23-Mar-08,1.1,0,0.3,0
24-Mar-08,1.3,0.2,3.1,1.2
25-Mar-08,,0,1.8,0
26-Mar-08,0,0,1.6,0
27-Mar-08,0,0,2,0
28-Mar-08,4.8,0,11,0
29-Mar-08,1.6,2.9,7.5,0
30-Mar-08,2.1,6,39.4,17.6
31-Mar-08,0,2.7,2.2,0.2
1-Apr-08,,0,3.5,0
2-Apr-08,2.2,2.5,20.9,1.7
3-Apr-08,0,0,1.3,0
4-Apr-08,1.2,0,8.3,0
5-Apr-08,0,0,2.8,0
6-Apr-08,0,0,0.2,0
7-Apr-08,0,0,0,0
8-Apr-08,0,0,0.9,0
9-Apr-08,0,0,17.5,0
10-Apr-08,11,0.3,0,0
11-Apr-08,6.5,0,0,0
12-Apr-08,0,0,0,0
13-Apr-08,6.6,0,1.1,0
14-Apr-08,0,0,4.7,2.8
15-Apr-08,0,0,1.3,0.3
16-Apr-08,0,0.1,0.6,0
17-Apr-08,0,,0.2,0
18-Apr-08,0,0,0.7,0
19-Apr-08,0,0,0,0
20-Apr-08,6.6,0,0.2,0
21-Apr-08,0,1.7,10,0
22-Apr-08,5.6,,0.6,2.1
23-Apr-08,,0,18.7,0
24-Apr-08,2.2,0,0.2,0
25-Apr-08,0,0,0,0
26-Apr-08,,0,2.6,1.6
27-Apr-08,0,0,0.7,0
28-Apr-08,0,0,0.4,0
29-Apr-08,0,0,0,0
30-Apr-08,0,0,0,0
1-May-08,0,0,1.2,0
2-May-08,0,0,3.5,0
3-May-08,0,0,5,0
4-May-08,0,0,0.3,0
5-May-08,0,0,0,0
6-May-08,0,0,0,0
7-May-08,0,0,0,0
8-May-08,0,0,0,0
9-May-08,2.8,0.7,0,0
10-May-08,1.5,1.1,6.2,3.3
11-May-08,0,0.3,6.4,0.6
12-May-08,12.2,0.8,17.8,2
13-May-08,3.5,4.2,1,0
14-May-08,0,0,0,0
15-May-08,0,0,0,0
16-May-08,0,0,2.6,0
17-May-08,0,0,0,0
18-May-08,0,0,0,0
19-May-08,0,0,0.5,0
20-May-08,0,0,0,0
21-May-08,0,0,0,0
22-May-08,0,0,0,0
23-May-08,0,0,0,0
24-May-08,0,0,3.7,0
25-May-08,0,0,6.8,0
26-May-08,0,0,3.7,0
27-May-08,0,0,0,0
28-May-08,0,0,0,0
29-May-08,0,0,0,0
30-May-08,0,0,6.6,0
31-May-08,0,0,10.6,0
1-Jun-08,0,0,0,0
2-Jun-08,0,0,0,0
3-Jun-08,0,0,0.8,0
4-Jun-08,0,0,0,0
5-Jun-08,0,0,0,0
6-Jun-08,0,0,0,0
7-Jun-08,0,0,0,0
8-Jun-08,0,0,0,0
9-Jun-08,0,0,0,0
10-Jun-08,2.6,1.5,6.6,0.5
11-Jun-08,1.7,0.8,3.3,0
12-Jun-08,0,0,0.5,0
13-Jun-08,0,0,0,0
14-Jun-08,0,0,0,2.8
15-Jun-08,3.4,0.4,4.3,0.3
16-Jun-08,0,0.1,0.5,0
17-Jun-08,0,0,0,0
18-Jun-08,0,0,0,0
19-Jun-08,0,0,0,0
20-Jun-08,0,0,0,0
21-Jun-08,0,0,2.4,0
22-Jun-08,0,0,0,0
23-Jun-08,0,0,0.2,0
24-Jun-08,0,0,0,0
25-Jun-08,0,0,0,0
26-Jun-08,0,0,0,0
27-Jun-08,0,0,0.8,0
28-Jun-08,0,0,0.3,0
29-Jun-08,0,0,0,0
30-Jun-08,0,0,0,0
1-Jul-08,0,0,0,0
2-Jul-08,0,0,0,0
3-Jul-08,0,0,0,0
4-Jul-08,0,0,0,0
5-Jul-08,0,0,0,0
6-Jul-08,0,0,0,0
7-Jul-08,0,0,0,0
8-Jul-08,0,,0,0.2
9-Jul-08,0,0,0.2,0.2
10-Jul-08,0,0,0,0
11-Jul-08,0,0,1.5,0
12-Jul-08,0,0,0.5,0
13-Jul-08,0,0,1.5,0
14-Jul-08,0,0,0,0
15-Jul-08,0,0,0.8,0
16-Jul-08,0,0,0,0
17-Jul-08,0,0,0,0
18-Jul-08,0,0,0,0
19-Jul-08,0,0,0,0
20-Jul-08,0,0,0,0
21-Jul-08,0,0,0,0
22-Jul-08,0,0,0,0
23-Jul-08,0,0,0.3,0
24-Jul-08,0,0,4.9,0
25-Jul-08,0,0,0,0
26-Jul-08,0,0,0,0
27-Jul-08,0,0,0,0
28-Jul-08,0,,1.7,0
29-Jul-08,0,,2.5,0
30-Jul-08,0,0.6,1.3,0.3
31-Jul-08,0,0,0,0
1-Aug-08,0,0,0,0
2-Aug-08,0,0,0,0
3-Aug-08,0,0,17.8,0
4-Aug-08,0,0,0,0
5-Aug-08,,0,27.6,0
6-Aug-08,,2.8,16.7,1.2
7-Aug-08,0,0.3,1,2
8-Aug-08,0,0,0.4,0
9-Aug-08,0,0,5.8,0
10-Aug-08,0,0,0,0
11-Aug-08,0,0,0,0
12-Aug-08,0,0,5.1,0
13-Aug-08,0,0,0,0
14-Aug-08,0,0,0,0
15-Aug-08,0,0,0,0
16-Aug-08,0,0,0,0
17-Aug-08,0,0,0,0
18-Aug-08,0,0,6.8,0
19-Aug-08,0,0,1.4,0
20-Aug-08,0,0,0,0
21-Aug-08,0,0,1,0
22-Aug-08,0,0,1,0
23-Aug-08,0,0,1.4,0
24-Aug-08,0,0,0,0
25-Aug-08,0,0,0,0
26-Aug-08,0,0,0,0
27-Aug-08,0,0,0,0
28-Aug-08,0,0,0,0
29-Aug-08,0,0,1.3,0
30-Aug-08,0,0,0.3,0
31-Aug-08,0,0,0,0
1-Sep-08,0,0,0,0
2-Sep-08,0,0,0,0
3-Sep-08,0,0,3.2,0
4-Sep-08,0,0.2,4.6,0.3
5-Sep-08,0,0,0.2,0.8
6-Sep-08,0,0,0,0
7-Sep-08,1.1,0,0,0
8-Sep-08,,0,2.5,0
9-Sep-08,0,0,0,0
10-Sep-08,0,0,0,3.8
11-Sep-08,0,0,0,0
12-Sep-08,0,0,0,0
13-Sep-08,0,0,0,0
14-Sep-08,0,0,0,0
15-Sep-08,4.3,1.1,0,1.5
16-Sep-08,0,0,3.3,0
17-Sep-08,0,0,1.7,0
18-Sep-08,0,1.2,0,0
19-Sep-08,0,0,0,0
20-Sep-08,0,1.2,0.9,3.1
21-Sep-08,0,0,0,0
22-Sep-08,0,0,0,0
23-Sep-08,0,0,0,0
24-Sep-08,0,0,0.2,0
25-Sep-08,0,0,0,0
26-Sep-08,2.5,0.2,1.7,0
27-Sep-08,1.8,0,1.5,0
28-Sep-08,2.9,0,0,0.3
29-Sep-08,0,0,0.5,0
30-Sep-08,0,0,1.8,0
1-Oct-08,7.5,4.7,2.3,10.8
2-Oct-08,1.7,0,1.7,0
3-Oct-08,0,0,0,0
4-Oct-08,0,0,0,0
5-Oct-08,0,0,13.7,0
6-Oct-08,7.3,2,33.6,4
7-Oct-08,11.5,0.4,32,3.5
8-Oct-08,12.2,1.4,11.1,2
9-Oct-08,0,0.3,23.1,2.2
10-Oct-08,0,0,0,0
11-Oct-08,0,0,5.4,0
12-Oct-08,2.5,0,0,0
13-Oct-08,0,0,1,0
14-Oct-08,0,0,5.7,0
15-Oct-08,0,0,8.3,0
16-Oct-08,0,0,2.8,0
17-Oct-08,0,0,0,0.9
18-Oct-08,2.2,1.2,3,3.7
19-Oct-08,0,0,0.2,0
20-Oct-08,0,0,0,0
21-Oct-08,0,0,1,0
22-Oct-08,0,0,2.1,0
23-Oct-08,0,0,2.4,0
24-Oct-08,0,0.5,2.5,2.8
25-Oct-08,19.6,4.2,5.3,12.2
26-Oct-08,,2.5,2.6,0.2
27-Oct-08,2.6,1.9,3.8,0.2
28-Oct-08,0,8.3,13.1,0
29-Oct-08,0,0.1,6.7,0
30-Oct-08,6,8,6.3,4.3
31-Oct-08,0,,0,0
1-Nov-08,0,0,3.3,0
2-Nov-08,0,0,4.8,1.4
3-Nov-08,4.7,7.7,5.5,2.6
4-Nov-08,5.8,0,3.5,0
5-Nov-08,7.6,,0,0
6-Nov-08,0,,0,0
7-Nov-08,2.2,0,0,0
8-Nov-08,0,0,12.7,0
9-Nov-08,0,0,0,0
10-Nov-08,1,2.7,0.3,14.4
11-Nov-08,0,0,0,0
12-Nov-08,0,0,46.5,1.7
13-Nov-08,4.2,2.5,5.5,0
14-Nov-08,0,0.4,5.7,0
15-Nov-08,0,15.2,0.5,0
16-Nov-08,1.1,13.5,0,0
17-Nov-08,0,0,5.5,0
18-Nov-08,0,0,3.5,4.2
19-Nov-08,0,0.9,1.2,2.1
20-Nov-08,4.8,6.7,2.2,1.8
21-Nov-08,0,0.5,4.8,0
22-Nov-08,8,24.6,2.8,25.9
23-Nov-08,0,,0.3,0
24-Nov-08,3.2,0,6.8,0
25-Nov-08,,9.7,5.6,1.3
26-Nov-08,,0.3,0,0
27-Nov-08,3.6,1.2,10.3,0
28-Nov-08,0,5.5,1.3,4
29-Nov-08,0,0.8,11,0
30-Nov-08,0,0,15.2,4.7
1-Dec-08,4.1,11,1.9,0
2-Dec-08,5.1,2.2,4.6,14.5
3-Dec-08,0,,2.5,0
4-Dec-08,0,0,0.8,0
5-Dec-08,0,2.1,6.4,0
6-Dec-08,0,0,13.6,0
7-Dec-08,0,0,8.4,0
8-Dec-08,7.2,0.4,6.9,0
9-Dec-08,8.5,7,4.4,4.7
10-Dec-08,1.2,,0,0
11-Dec-08,0,0.2,0,1.5
12-Dec-08,0,0,0,0
13-Dec-08,12.1,22.5,1.9,7.3
14-Dec-08,12.9,13.5,4.2,30.4
15-Dec-08,3.7,3.3,0.5,10.4
16-Dec-08,0,3.3,11.5,4.1
17-Dec-08,13.1,0.9,8.5,2.2
18-Dec-08,0,4.2,5.2,0
19-Dec-08,5.1,2.8,9.7,5.9
20-Dec-08,,6.2,6.4,6.5
21-Dec-08,8.2,0.3,2.7,0
22-Dec-08,14.2,,12.5,0
23-Dec-08,1.7,0.1,7.5,0.8
24-Dec-08,6.2,6.3,6.7,5.2
25-Dec-08,19.3,0.8,14.3,1.5
26-Dec-08,11.7,3.5,16.5,8.6
27-Dec-08,4.5,4.2,4.9,12.6
28-Dec-08,0,,0,2.9
29-Dec-08,,2.9,1.3,6.4
30-Dec-08,5.6,8.2,9.3,1.1
31-Dec-08,1.5,15.5,36.7,7.3
1-Jan-09,4.3,2.7,18.2,1.1
2-Jan-09,4.6,2,32.5,4.7
3-Jan-09,1.4,13.2,41.6,15.4
4-Jan-09,2.6,3.9,8.2,1.3
5-Jan-09,6.8,0,3.1,0
6-Jan-09,0,0.1,0.8,0.4
7-Jan-09,4.8,29.8,21.2,0
8-Jan-09,,4.1,2,0
9-Jan-09,3.2,11.4,35.9,4
10-Jan-09,4.8,11,13,7.9
11-Jan-09,5.1,0.5,7.2,0.7
12-Jan-09,1.6,0.2,20.6,0
13-Jan-09,1.8,0,8.5,0
14-Jan-09,0,0,1.2,0
15-Jan-09,0,0,0,0
16-Jan-09,0,17.7,4.2,5.1
17-Jan-09,9.2,4.2,6.5,2.6
18-Jan-09,3.6,0.4,6.4,1.5
19-Jan-09,13,1.8,10,26.8
20-Jan-09,4,1.7,17.4,1
21-Jan-09,12.7,5.7,3.5,4.5
22-Jan-09,14.3,5.5,3.2,4.5
23-Jan-09,6.5,2.8,5.4,1.5
24-Jan-09,0,2.3,4,0
25-Jan-09,0,0,11.1,2.4
26-Jan-09,3.2,14.6,17.2,1.8
27-Jan-09,2.3,11.4,45.5,0
