date,A,B,C,D
18-Feb-13,7.1,5.4,39.8,0.6
19-Feb-13,2,6.9,10.8,6.3
20-Feb-13,2.5,1.6,11.5,22.6
21-Feb-13,3.9,5.6,27.9,11.7
22-Feb-13,3.8,1.1,3.9,0
23-Feb-13,1.6,5.4,6.3,0
24-Feb-13,2.5,,2.2,0
25-Feb-13,0,2.2,6.4,0
26-Feb-13,10.5,0.6,22.4,0
27-Feb-13,0.4,1.3,17,0
28-Feb-13,2.4,1.8,6.3,1.3
1-Mar-13,0.3,1.8,15.3,1.7
2-Mar-13,3.8,0.7,0.4,1.2
3-Mar-13,,0.5,4.8,2.7
4-Mar-13,6.3,0.2,2.6,0
5-Mar-13,5.4,0,27.4,0
6-Mar-13,6.6,6.5,36.5,4.3
7-Mar-13,2.4,2.3,21.5,3
8-Mar-13,0.4,,17.3,0
9-Mar-13,5.8,2.8,23.1,1.8
10-Mar-13,3.3,3.5,29.5,2.4
11-Mar-13,8.4,2.5,0,0.3
12-Mar-13,0,0,7.4,0.3
13-Mar-13,3.3,6.8,2.1,2.7
14-Mar-13,0,8.4,22.7,19.8
15-Mar-13,5.7,10.8,0.9,2.1
16-Mar-13,10.7,1.9,23.7,0.2
17-Mar-13,10.4,14,35.3,8.8
18-Mar-13,0.8,10.4,9.6,5.2
19-Mar-13,0,0.6,0.2,6.7
20-Mar-13,0,,7.7,0
21-Mar-13,0,0,2.2,0
22-Mar-13,0,0,2,0
23-Mar-13,0,0,13.1,1.2
24-Mar-13,0,0,3.8,0
25-Mar-13,0,,12.9,0
26-Mar-13,3.3,9.7,3.9,2
27-Mar-13,0,3.9,18.7,0.3
28-Mar-13,0,1.4,21.4,1.4
29-Mar-13,0,0,0.9,0
30-Mar-13,0,0,0.8,0
31-Mar-13,0,0,0.2,0
1-Apr-13,0,1.2,6.4,0
2-Apr-13,12.6,,3.5,0
3-Apr-13,10.5,0.6,8.3,0
4-Apr-13,10.1,0.3,5.5,7.5
5-Apr-13,5.4,,0.1,0.2
6-Apr-13,0,0,0,0.4
7-Apr-13,2.3,0,0.2,1.4
8-Apr-13,1.5,0,6,6.5
9-Apr-13,0,0,1.3,0
10-Apr-13,0,0,5.9,0
11-Apr-13,0,0,0,0
12-Apr-13,0,0.3,0,0
13-Apr-13,0,0,2.5,0.3
14-Apr-13,0,0,3.5,0.4
15-Apr-13,0,0,7.5,6.6
16-Apr-13,0,0,8.5,0
17-Apr-13,0,1.1,7.4,0
18-Apr-13,0,0,0.5,0
19-Apr-13,0,0,0,0
20-Apr-13,0,0,0,0
21-Apr-13,0,0,0,0
22-Apr-13,0,,0,0
23-Apr-13,0,0,0.3,0
24-Apr-13,0,0,0,0
25-Apr-13,0,0,0,0
26-Apr-13,0,0,0,0
27-Apr-13,0,0,2.2,0
28-Apr-13,0,0,0,0
29-Apr-13,0,0,0,0
30-Apr-13,0,0,2.5,0
1-May-13,,0,1.2,0
2-May-13,,0,0,0.3
3-May-13,,0,0,0
4-May-13,,0,0,0
5-May-13,,0,0,0
6-May-13,,0,0,0
7-May-13,,0,28,0
8-May-13,,0,0,0
9-May-13,,0,0,0
10-May-13,,0,0,0
11-May-13,,0,0.4,0
12-May-13,,0,0,0.2
13-May-13,,0,0,0
14-May-13,,0,0.4,0
15-May-13,,,0.4,5.8
16-May-13,,0.1,7.9,0
17-May-13,,0.9,10.2,0.8
18-May-13,,0.4,1,2.2
19-May-13,,0,4,1.2
20-May-13,,0,3.5,0
21-May-13,,0,0.5,0
22-May-13,,0,0.6,0
23-May-13,,0,0,0
24-May-13,,0,2.4,0
25-May-13,,0,0,0.2
26-May-13,,0,0,0
27-May-13,,0,0,0
28-May-13,,0,0,0
29-May-13,,0,1,0
30-May-13,,0,0,0
31-May-13,,0,2.1,0
1-Jun-13,,,0,0
2-Jun-13,,,0,0
3-Jun-13,,,0,0
4-Jun-13,,,26.3,0
5-Jun-13,,,0,0
6-Jun-13,,,16.8,0
7-Jun-13,,,0.5,0
8-Jun-13,,,1.6,0
9-Jun-13,,,0,0
10-Jun-13,,,0,3.8
11-Jun-13,,,5.3,0
12-Jun-13,,,18.5,1.6
13-Jun-13,,,0,0
14-Jun-13,,,0,0
15-Jun-13,,,0,0
16-Jun-13,,,0,0
17-Jun-13,,,0,0
18-Jun-13,,,5.3,0
19-Jun-13,,,2.7,0
20-Jun-13,,,1.7,0
21-Jun-13,,,0,0
22-Jun-13,,,0.5,0
23-Jun-13,,,0,0
24-Jun-13,,,1.5,0
25-Jun-13,,,0,0
26-Jun-13,,,0,0
27-Jun-13,,,0,0
28-Jun-13,,,0,0
29-Jun-13,,,2.5,0
30-Jun-13,,,0,0
1-Jul-13,,0,0,0
2-Jul-13,,0,0,0
3-Jul-13,,0,4,1.6
4-Jul-13,,0,0,0
5-Jul-13,,0,0.9,0
6-Jul-13,,0,2.9,0
7-Jul-13,,0,0.6,0
8-Jul-13,,0,0,0
9-Jul-13,,0,0,0
10-Jul-13,,0,0,0
11-Jul-13,,0,0,0
12-Jul-13,,0,0,0
13-Jul-13,,0,0,0
14-Jul-13,,0,2.4,0
15-Jul-13,,,1.4,2.5
16-Jul-13,,0,0,0
17-Jul-13,,0,0,0
18-Jul-13,,0,0,0
19-Jul-13,,0,0,0
20-Jul-13,,0,0,0
21-Jul-13,,,7.4,0
22-Jul-13,,0,3,0
23-Jul-13,,0,0,0
24-Jul-13,,0,12.9,0
25-Jul-13,,0,0.3,0
26-Jul-13,,0,0,0
27-Jul-13,,0,0,0
28-Jul-13,,0,0,0
29-Jul-13,,0,0,0
30-Jul-13,,0,0,0
31-Jul-13,,0,0,0
1-Aug-13,0,0,0,0
2-Aug-13,0,0,0,0
3-Aug-13,0,0,0,0
4-Aug-13,0,0,5.5,0
5-Aug-13,0,0,0,0
6-Aug-13,0,0,1,0
7-Aug-13,0,0,0,0
8-Aug-13,0,0,0,0
9-Aug-13,0,0,13.3,0
10-Aug-13,0,0,0,0
11-Aug-13,0,0,0,0
12-Aug-13,0,0,0,0
13-Aug-13,0,0,0,0
14-Aug-13,0,0,0,0
15-Aug-13,0,0,14.2,0
16-Aug-13,0,0,0,0
17-Aug-13,0,0,0,0
18-Aug-13,0,0,0,0
19-Aug-13,0,0,0,0
20-Aug-13,0,0,0,0
21-Aug-13,0,0,0,0
22-Aug-13,0,0,14.5,0
23-Aug-13,0,0.4,6.7,0
24-Aug-13,7.5,8.4,22.5,10.8
25-Aug-13,0,0,1,0
26-Aug-13,0,0,0,0
27-Aug-13,3.7,3.8,9,0.6
28-Aug-13,4.3,8,5.2,4.4
29-Aug-13,0,0,10.2,0
30-Aug-13,0,0,0,0
31-Aug-13,0,0,0,0
1-Sep-13,0,0,0,0
2-Sep-13,0,0,0,0
3-Sep-13,0,0,0,0
4-Sep-13,0,0,0,0
5-Sep-13,0,0,0,0
6-Sep-13,0,0,0,0
7-Sep-13,0,0,0,0
8-Sep-13,0,0,0,0
9-Sep-13,0,0.5,7.9,0
10-Sep-13,0,0,0,0
11-Sep-13,0,0,0,0
12-Sep-13,0,0,1.2,0
13-Sep-13,0,0,0.4,1.4
14-Sep-13,0,0,1.2,0
15-Sep-13,0,0,0,0
16-Sep-13,0,0,0,0
17-Sep-13,0,0,1,0.7
18-Sep-13,0,0,3.8,2.2
19-Sep-13,0,0,16.9,1.3
20-Sep-13,0,0,0.7,0
21-Sep-13,2.4,0,0,0
22-Sep-13,0,0,0,0
23-Sep-13,11.4,1.7,16.2,0
24-Sep-13,0,0,4.1,0
25-Sep-13,0,0,0,0
26-Sep-13,0,0,0,0
27-Sep-13,5.1,0,0,0
28-Sep-13,0,0,0.9,0
29-Sep-13,0,0,1.8,0
30-Sep-13,0,1,0,0
1-Oct-13,0,0,2.4,1.2
2-Oct-13,0,0,0,0
3-Oct-13,0.3,0,0,0
4-Oct-13,0,0,12.7,0
5-Oct-13,1.7,0,6.3,2.2
6-Oct-13,0,0,3.1,5.6
7-Oct-13,0,0,0.3,0.6
8-Oct-13,2.7,6.9,1.4,0.3
9-Oct-13,0,1.2,1.9,2.1
10-Oct-13,16.9,0,12.2,4.1
11-Oct-13,0,0,17,0
12-Oct-13,0,0,19.2,0
13-Oct-13,5.1,8,19.3,6.2
14-Oct-13,3.4,2.5,5.5,6.8
15-Oct-13,0.9,3.3,9.2,0.4
16-Oct-13,0,0,0,0
17-Oct-13,0,2.7,0,1.8
18-Oct-13,1.1,0,0,0
19-Oct-13,0,0,10,1.4
20-Oct-13,0,1.5,0.7,0
21-Oct-13,0,0,12.5,0
22-Oct-13,0.8,0,1,0.5
23-Oct-13,0,4.1,19.9,7.6
24-Oct-13,3.2,1,20.1,3.1
25-Oct-13,1.2,0,6.1,15.3
26-Oct-13,0.7,4.6,0.3,17.6
27-Oct-13,1.1,0.1,14.4,16
28-Oct-13,7.4,25.5,3.4,5.9
29-Oct-13,0.6,0.5,0,0.2
30-Oct-13,19.7,9.9,0.6,16.5
31-Oct-13,5.3,0,0.4,16.6
1-Nov-13,0,,4.3,2.2
2-Nov-13,0,7.7,2,2.5
3-Nov-13,1,3.2,29.3,0
4-Nov-13,14.7,11.5,16.7,1.6
5-Nov-13,19.8,19.3,8.8,6.5
6-Nov-13,0.5,0,0,0
7-Nov-13,0,0,16.2,0
8-Nov-13,0,0,2.2,0
9-Nov-13,0,0,0,2.2
10-Nov-13,0,0,2.2,2.1
11-Nov-13,0,0,21.5,0
12-Nov-13,12.3,11.8,2.4,3.2
13-Nov-13,0,0.6,5,0
14-Nov-13,0,0,1,0
15-Nov-13,0,0,0,0
16-Nov-13,5,24.9,26.3,15.3
17-Nov-13,2,1.9,0.6,2.7
18-Nov-13,2.5,0,4.1,0
19-Nov-13,1,0,0,0
20-Nov-13,9.3,,21.3,2.6
21-Nov-13,6.2,9.8,3.5,2.2
22-Nov-13,0,4.2,4,8.1
23-Nov-13,0,0,0,0
24-Nov-13,0,0,5,1.7
25-Nov-13,0,0,4,0
26-Nov-13,0,0,0,0
27-Nov-13,0,15.8,1.6,0
28-Nov-13,0,2.7,0,0
29-Nov-13,0,0,1.7,0
30-Nov-13,1,0,1.8,0
1-Dec-13,0,0,0.4,0.5
2-Dec-13,4.7,24.5,12.5,22
3-Dec-13,16.5,9.9,37,36.6
4-Dec-13,0,0.7,43.4,2.2
5-Dec-13,0,0.4,9,0
6-Dec-13,0,0,9,0
7-Dec-13,1,3.7,21,0
8-Dec-13,10.4,13.8,25.5,14.2
9-Dec-13,0,0.1,8,4.2
10-Dec-13,3.7,5.4,0.8,19
11-Dec-13,13.8,4,5,0.2
12-Dec-13,4.4,7.7,0.9,15.9
13-Dec-13,1,0,3.8,4.2
14-Dec-13,3.2,3,11.2,8.2
15-Dec-13,2.6,,0.4,0.4
16-Dec-13,0,0,0,0
17-Dec-13,0,0,0,0
18-Dec-13,0,0.7,0,0.7
19-Dec-13,2.9,5,2.5,4.8
20-Dec-13,22.9,13.8,26,2.4
21-Dec-13,6.3,10.7,3.7,4.8
22-Dec-13,0,0.7,0.7,0.2
23-Dec-13,9,7.3,16.2,2.8
24-Dec-13,2.5,10.5,15.4,2.8
25-Dec-13,5.3,1.8,26.4,0
26-Dec-13,9.5,0,10.9,0
27-Dec-13,6.1,10.5,48,13.2
28-Dec-13,1,1.3,3.8,2.3
29-Dec-13,2,0,1.2,0.7
30-Dec-13,6.5,0.5,0.1,6.3
31-Dec-13,0,,5.7,1.5
1-Jan-14,0.6,0,3.8,1.6
2-Jan-14,2,0,8.6,2.4
3-Jan-14,3.4,1.9,6.1,13.8
4-Jan-14,3,12.7,51.8,14.9
5-Jan-14,5,2.4,10,0.8
6-Jan-14,2,2.1,18.1,0.4
7-Jan-14,7.5,12,19.6,0.7
8-Jan-14,2.1,1,19.4,0.4
9-Jan-14,3.1,1.7,16.8,0.8
10-Jan-14,0,4.3,17.6,1.4
11-Jan-14,0,5.9,8.7,2.2
12-Jan-14,5.1,3.4,11.9,1.2
13-Jan-14,1.1,0,3.9,0
14-Jan-14,6.4,0.5,8.6,0
15-Jan-14,0.7,,34.8,1
16-Jan-14,11.5,4.6,1.7,15.2
17-Jan-14,4.2,2.1,22.1,0
18-Jan-14,2,7.7,9.7,9.8
19-Jan-14,4.1,32.7,43.5,19
20-Jan-14,0,1,3.5,1.4
21-Jan-14,5.2,1.5,19.9,12
22-Jan-14,5,3.3,9.6,0.2
23-Jan-14,0,17.1,21.1,5.1
24-Jan-14,0,0.2,9.3,0
25-Jan-14,0,0,2.8,0
26-Jan-14,1.3,0,0.7,0
27-Jan-14,0,0.3,10.8,16.8
28-Jan-14,0,0,6.7,0
29-Jan-14,2,1.3,8.6,0.4
30-Jan-14,3.2,0.9,5.3,6
31-Jan-14,4.2,3.4,66.3,16.3
1-Feb-14,5.2,3.7,21.5,8.1
2-Feb-14,0,0.8,2.2,0.9
3-Feb-14,0,0,2.9,0
4-Feb-14,0,0,0,0
5-Feb-14,3.7,0,16.3,0
6-Feb-14,1,0,16,6.8
7-Feb-14,6.2,0,1.3,6
8-Feb-14,0,8.1,10.1,11.8
9-Feb-14,0,7.2,22.4,4.8
10-Feb-14,8.2,2.9,7.5,3.1
11-Feb-14,2.6,2.2,1.7,1
12-Feb-14,1.4,0.1,16.1,0.6
13-Feb-14,5.9,1.6,3.6,3.7
14-Feb-14,7.9,1,1.5,2.3
15-Feb-14,4.4,0,6,2.4
16-Feb-14,2,7.2,0.5,7.7
17-Feb-14,2,,0.6,4.3
18-Feb-14,0,1,2.2,4.5
19-Feb-14,0,13.4,34.1,3.5
20-Feb-14,7,0.2,3.1,0
21-Feb-14,2.4,6.1,3.2,2.4
22-Feb-14,3.1,0,0.6,0
23-Feb-14,8.2,6.9,19.6,0.6
24-Feb-14,12.3,0.2,6.7,0
25-Feb-14,4.1,3.5,6.5,6.2
26-Feb-14,2,2.3,11.8,1.9
27-Feb-14,0.5,1,1.4,0
28-Feb-14,1,0.5,1.8,0
1-Mar-14,1.7,0,0,0
2-Mar-14,3.8,1,1.6,0.3
3-Mar-14,0,4.7,7.7,0.5
4-Mar-14,2,3,9.3,0
5-Mar-14,1.2,0,21.8,0
6-Mar-14,1.4,0,0.6,0
7-Mar-14,10.8,3.8,8,7.7
8-Mar-14,4.3,0.3,6.3,0.7
9-Mar-14,1.4,0,5.1,0
10-Mar-14,5,0.6,0.8,0
11-Mar-14,9.6,11.4,14.8,11.2
12-Mar-14,5.5,0.6,3.7,1
13-Mar-14,4,0.1,18.6,1.5
14-Mar-14,5.9,2.1,15.5,0.7
15-Mar-14,2.6,2,3.2,0
16-Mar-14,5.9,4.1,18.1,3.5
17-Mar-14,3.6,0.1,19.9,0.4
18-Mar-14,4.4,0,1.2,1.4
19-Mar-14,4.7,3.5,0.5,1.4
20-Mar-14,3.2,0,5.2,2.8
21-Mar-14,7.2,6.7,3,8.8
22-Mar-14,5.9,1.3,3.4,4.4
23-Mar-14,5.3,4.4,5.7,11.5
24-Mar-14,2,0,12.5,0
25-Mar-14,10,0,23.8,0
26-Mar-14,0,0.6,6.1,0
27-Mar-14,5.7,0.3,9.4,3.2
28-Mar-14,1.2,0,4.5,2.4
29-Mar-14,0,0,0,0
30-Mar-14,0,0,2.4,0
31-Mar-14,0,1.8,0,5.3
1-Apr-14,0,0,1,0
2-Apr-14,1.3,0,0,0
3-Apr-14,2.1,0,1.3,0
4-Apr-14,0,3.1,13,11.1
5-Apr-14,0,0,2,0
6-Apr-14,0.5,0,0,0
7-Apr-14,3.1,2.1,6.4,0
8-Apr-14,0,0,3.4,0
9-Apr-14,2.5,0,4.4,0.3
10-Apr-14,0.4,0,0.4,0.6
11-Apr-14,0,0,0,1.8
12-Apr-14,0,0,5.9,0
13-Apr-14,2.1,5.6,10.9,1.4
14-Apr-14,0.3,0,7.4,0
15-Apr-14,0.5,0,1.2,0
16-Apr-14,0,1.1,0,0
17-Apr-14,0,0,16.1,0
18-Apr-14,0,0.3,0,0
19-Apr-14,0,0,3.1,0
20-Apr-14,1.5,0,12.8,0
21-Apr-14,5.3,10.4,8.9,11.6
22-Apr-14,0,0,0.5,0
23-Apr-14,0,0,2.1,0.8
24-Apr-14,0,0,33.4,0
25-Apr-14,0,0,4,1.4
26-Apr-14,0,0,2.4,0
27-Apr-14,0,0,0,0
28-Apr-14,0,0,2,0
29-Apr-14,0.3,9.9,6.8,21
30-Apr-14,0,0,0,0
1-May-14,0,0,0,0
2-May-14,4.5,0,2.8,0
3-May-14,0,0,3,0
4-May-14,5.2,0,0,0.5
5-May-14,0,0,12.1,0
6-May-14,0,1.5,4,2.1
7-May-14,0,0,0,0
8-May-14,0,0,13.1,1.2
9-May-14,0,0,0,0
10-May-14,0,0,2.6,0
11-May-14,0.2,0,5.2,0
12-May-14,1.3,0,9.1,0
13-May-14,0,0,0,0
14-May-14,0.9,0,1.2,0
15-May-14,0,0,0,0
16-May-14,0,0,0,0
17-May-14,0,0,0.9,0
18-May-14,0,0,3.3,0
19-May-14,0,0,0,0
20-May-14,0,0,0,2.8
21-May-14,0,0.1,17.2,0
22-May-14,0.4,7.8,29.3,6.2
23-May-14,0,0.8,2.4,0
24-May-14,0,0,0,0
25-May-14,0,0,0,0
26-May-14,0,0,0,0
27-May-14,0,0,0,0
28-May-14,0,0,0,0
29-May-14,0,0,0,0
30-May-14,0,0,0,0
31-May-14,0,0,0,0
1-Jun-14,0,0,0,0
2-Jun-14,0,0,0,0
3-Jun-14,0,0,0,0
4-Jun-14,0,0,0,0
5-Jun-14,0,0,0,0
6-Jun-14,0,0,0,0
7-Jun-14,0,0,0,0
8-Jun-14,0,0,0,0
9-Jun-14,0,0,0,0
10-Jun-14,0,0,0,0
11-Jun-14,0,0,2.4,0
12-Jun-14,0,0,1.2,0
13-Jun-14,0,0,6.1,0
14-Jun-14,0,0,0,0
15-Jun-14,0,0,0,0
16-Jun-14,0,0,0,0
17-Jun-14,0,0,0,0
18-Jun-14,0,0,0,0
19-Jun-14,0,0,0,0
20-Jun-14,0,0,0,0
21-Jun-14,0,0,0,0
22-Jun-14,0,0,0,0
23-Jun-14,0,0,0,0
24-Jun-14,0,0,0,0
25-Jun-14,0,0,0,0
26-Jun-14,0,0,0,0
27-Jun-14,0,0,0,0
28-Jun-14,0,0,1.1,0
29-Jun-14,0,0,2.5,0
30-Jun-14,0,0,0.8,0
1-Jul-14,0,0,1,0
2-Jul-14,0,0,0,0
3-Jul-14,0,0,0,0
4-Jul-14,0,0,0,0
5-Jul-14,0,0,0,0
6-Jul-14,0,0,3.4,0
7-Jul-14,0,0,12.8,0
8-Jul-14,0,0,0.6,0
9-Jul-14,0,0,0,0.3
10-Jul-14,0,0,0,0
11-Jul-14,0,0,0,0
12-Jul-14,0,0,0,0
13-Jul-14,0,0,0,0
14-Jul-14,0,0,0,0
15-Jul-14,0,0,0,0
16-Jul-14,0,0,0,0
17-Jul-14,0,0,0,0
18-Jul-14,0,0.1,0.8,0
19-Jul-14,0.2,,5.6,0
20-Jul-14,1.2,,0.8,0
21-Jul-14,0,0,3.2,0
22-Jul-14,0,0,0,0
23-Jul-14,0,0,0,0
24-Jul-14,0,0,0,0
25-Jul-14,0,0,2,0.8
26-Jul-14,0,0,8.7,0
27-Jul-14,0,0,2.9,0
28-Jul-14,1.8,0,6,0
29-Jul-14,0,0,0,0
30-Jul-14,2.2,0,3.2,0.2
31-Jul-14,0,0,0,0
1-Aug-14,0,0.5,0,0
2-Aug-14,0,0,0,0
3-Aug-14,0,0,0,0
4-Aug-14,0,0,0.9,1.2
5-Aug-14,0,0,0,0
6-Aug-14,0,0,4.7,0
7-Aug-14,0,0,7.4,0
8-Aug-14,2,0,7.1,0
9-Aug-14,0.4,0,2.2,0
10-Aug-14,0,0,0,0
11-Aug-14,0,0,0,0
12-Aug-14,0,0,0,0
13-Aug-14,0,0,1.4,0
14-Aug-14,0,0,0,0
15-Aug-14,1.2,0,0,0
16-Aug-14,1,0,0,0
17-Aug-14,0,0,0,0
18-Aug-14,0,0,0,0
19-Aug-14,0,0,0,0
20-Aug-14,0,0,0,0
21-Aug-14,0,0,0,0
22-Aug-14,0,0,0,0
23-Aug-14,0,0,0,0
24-Aug-14,0,0,0,0
25-Aug-14,0,0,0,0
26-Aug-14,0,0,0,0
27-Aug-14,0,0,0,0
28-Aug-14,0.5,0,0.6,0
29-Aug-14,0,0,17.2,0
30-Aug-14,1.5,0,0.4,0
31-Aug-14,2,,11.5,0.3
1-Sep-14,0,0,0,0
2-Sep-14,0,0,0,0
3-Sep-14,0,0,6.6,0
4-Sep-14,0,1.1,11.2,0
5-Sep-14,2.5,3.4,5.9,10.2
6-Sep-14,1.4,1,7.5,2.2
7-Sep-14,0,0,4.8,0
8-Sep-14,0,0,0,0
9-Sep-14,0,0,0,0
10-Sep-14,0.5,0,6.4,0
11-Sep-14,2.5,0,1.9,0
12-Sep-14,0,0,0.3,0
13-Sep-14,0,0,0,0
14-Sep-14,0,0,0,0
15-Sep-14,0,0,11,0
16-Sep-14,0,0.2,2.1,0
17-Sep-14,0,0.2,5.7,0
18-Sep-14,1.7,0,0,0.9
19-Sep-14,0,0,0.6,0
20-Sep-14,1.5,0,1.5,0
21-Sep-14,0,0,1.8,0
22-Sep-14,0,0,1,0
23-Sep-14,0,0,13.4,0
24-Sep-14,0,0,3.3,0
25-Sep-14,0,0,2.3,9.1
26-Sep-14,0,0.1,1.4,0.5
27-Sep-14,0.6,,18.8,0
28-Sep-14,0,0.2,0.8,0
29-Sep-14,5,0,0.5,0
30-Sep-14,0,0,0,0
1-Oct-14,0,0,18.6,0
2-Oct-14,0,0,0,0
3-Oct-14,0,0,0.8,0
4-Oct-14,0,8,0,5.8
5-Oct-14,2,0,12.9,0
6-Oct-14,6.2,0,1.7,0
7-Oct-14,2.4,19.8,10.1,17.9
8-Oct-14,1.5,0,39.2,0
9-Oct-14,2.4,0,0.5,0
10-Oct-14,0,0,3.6,0
11-Oct-14,2,0,5.8,0
12-Oct-14,0,0,0.2,0
13-Oct-14,0,0,0,0
14-Oct-14,0,0,0,0
15-Oct-14,0,0,0,0
16-Oct-14,0,0,0,0
17-Oct-14,0,0,1.2,0
18-Oct-14,0,1.6,0.8,0
19-Oct-14,3,0.4,1,0
20-Oct-14,2.3,0,8.3,0
21-Oct-14,0,0.4,28.2,2.7
22-Oct-14,0,0.3,0.8,
23-Oct-14,2.5,7.2,11.5,
24-Oct-14,2.6,15.6,16.9,
25-Oct-14,2.6,0.8,1,0
26-Oct-14,0,2.6,0,0
27-Oct-14,0.8,0,2.8,0
28-Oct-14,0,0,11.1,1.3
29-Oct-14,0,0,1,0
30-Oct-14,0,0,7.1,0.5
31-Oct-14,0,0,0.8,0
1-Nov-14,0,0,0.7,0
2-Nov-14,0.8,3.4,0,3.3
3-Nov-14,0,0,0,0
4-Nov-14,0,0,2.6,0
5-Nov-14,0.2,,8.8,0
6-Nov-14,0,0,0.8,0
7-Nov-14,0.1,0,0,0
8-Nov-14,0,0,2.5,0
9-Nov-14,6.2,11.9,7.7,1.1
10-Nov-14,0,2.4,8.4,0
11-Nov-14,0,0.3,1.6,2.2
12-Nov-14,0,0,7.2,0
13-Nov-14,0,2.8,6.2,0
14-Nov-14,2,0,7.7,0
15-Nov-14,2.2,0,2,0
16-Nov-14,1.5,0,13.4,0
17-Nov-14,3.6,0,2.8,0
18-Nov-14,0,1,0,0
19-Nov-14,0.6,0,7.6,0
20-Nov-14,2.4,0,0.7,2.9
21-Nov-14,0,0,0,0
22-Nov-14,2.8,8.8,24,3
23-Nov-14,1.8,,11.2,0
24-Nov-14,1.2,0,0,0
25-Nov-14,0,0,0,0
26-Nov-14,0,0,0,0
27-Nov-14,3,0,0,0
28-Nov-14,0.8,0,0.6,0
29-Nov-14,0,0,0,0
30-Nov-14,0,0,0.7,0
1-Dec-14,,0,20.7,7.9
2-Dec-14,,0.4,2.1,2.6
3-Dec-14,,1.2,3.5,0
4-Dec-14,,0.2,35.4,0
5-Dec-14,,0.5,2.6,0
6-Dec-14,,0.2,0,0
7-Dec-14,,3.4,5.5,0
8-Dec-14,,10.5,18.9,15.4
9-Dec-14,,0,0,0
10-Dec-14,,0,1.9,0
11-Dec-14,,0.8,2,1.3
12-Dec-14,,9.5,1.8,1.1
13-Dec-14,,0.5,0.8,3.7
14-Dec-14,,5.2,2.2,0.9
15-Dec-14,,3.3,12.6,0
16-Dec-14,,11.2,2.4,16.4
17-Dec-14,,4.8,3.6,3.1
18-Dec-14,,18.9,7.9,12.2
19-Dec-14,,4.8,0,10
20-Dec-14,,1,0.5,11.2
21-Dec-14,,0,0,0
22-Dec-14,,0.2,8.6,0
23-Dec-14,,0,15.2,3
24-Dec-14,,0,6,0
25-Dec-14,,1.6,17.6,0
26-Dec-14,,3.3,3,6.5
27-Dec-14,,3.5,21.6,0
28-Dec-14,,12.1,7.7,4
29-Dec-14,,0.7,6.4,2.2
30-Dec-14,,0.1,5.2,4.3
31-Dec-14,,1.7,2.4,0
